Comment,label
মুশফিক ভাইয়ের ব্যাটিং টা মিস করি❤,Notbully
"এই পোষ্টে কমেন্ট করা ইন্টারের মেয়েরা, সদ্য ব্রেকাপ হওয়া সুন্দরীরা, প্রেমে ব্যর্থ, স্বামী বিদেশ, দাম্পত্য জীবনে কলহ, প্রেম বঞ্চিত মহিলারা,,,, তোমাদের যদি কখনো একা লাগে, নক দিও।",Notbully
অনেক সুন্দর ছবি অতুলনীয়।,Notbully
সুন্দর আলোচনা... ধন্যবাদ ভাইজান,Notbully
এতো দিন কি জাতির ভাগ্নে তথ্য বাবা ঘুমিয়ে ছিলেন ৩ মাস আগের কথা। জয় ভাই আপনার আল্লাহর দোহায় আপনার দল থেকে পাগল ছাগল মন্ত্রী আছে ছাটায় করেন।ভাইরাস কিন্তু লীগ বি এন পি বুঝবে না।,Notbully
"রাইট, হিরো আলম",Notbully
"হিরো আলম ভাই আপনি এগিয়ে যান,দশ'ক আপনার পাশে আছে।",Notbully
"কমেন্ট পড়তে এসে নিজেকে আজ বড়ই ভুলা ভালা মনে হচ্ছে। কিছু কিছু মানুষ মারা যাওয়ার পরেই লুকে ভালো বলে, আর কিছু কিছু মানুষ খারাপও বলে, বাট তোমাকে জীবিত অবস্থায়ি মানুষ খারাপ বলে যাচ্ছে, তোমার আচরণ আর তোমার স্বভাব এর কারণেই আজ তুমি বিশ্ব বেশ্যা। আল্লাহ যদি তোমাকে হেদায়েত করেন।",Notbully
অনেক সুন্দর এগিয়ে যা-ও,Notbully
পোস্ট টা সে আল্লাহকে ভয় করে দেয়নি!দিয়েছে নিজের জনপ্রিয়তা ঠিকিয়ে রাখার জন্য! আল্লাহ এদের হেদায়ত দান করুক!আমিন!,Notbully
শুরু করেন,Notbully
আসসালামু আলাইকুম হিলফুল ফুজুল ইসলামি প্রচার মিশন। এ জয়েন হন দয়া করে। আল্লাহ ও নবী রাসুল এর ভালোবাসা প্রচার করি সবাই।ইসলাম প্রচার এ একধাপ এগিয়ে আসুন  https://www.facebook.com/groups/675041326591545/,Notbully
গার্মেন্টস বাচলে দেশ বাচবে।,Notbully
আল্লাহ আপনাদের মংগল করুন,Notbully
চলচিত্র নির্বাচন টা যদি না হত আর তা যদি মিডিয়া তে না আসতো তাহলে আমি হিমু সত্যি জানতাম না জাহিদ খান নামে আমাদের দেশে কোন নায়ক আছে।ধন্যবাদ হিরো আলম ভাই জাহিদ খান কে আপনার চ্যালেঞ্জ ছুড়ে দেয়ার জন্য।,Notbully
রোজা হাইল্লে দিন কিছু আর নো হয়লাম,Notbully
কত সুন্দর  লাগতেছে মেয়ে ও তার বাবা কে,Notbully
আর তাই সুন্দর ন লার..,Notbully
ধন্যবাদ মুহতারাম ♥,Notbully
আফসোস যদি আমার এতো টাকা থাকতো যা দিয়ে ব্রেসলেট টা পেতাম আবার মানুষের উপকার ও করতে পারতাম!,Notbully
"আল্লাহ তোমাকে হেদায়াত দান করুক,আমিন।",Notbully
আল্লাহকে তো আপনি দেখেন নাই কিন্তু বিচার দিতে তো ভুল করলেন না ! যাই হোক আল্লাহ হেদায়েত দান করেছে,Notbully
ম,Notbully
কমেন্ট পড়তে আসছি....!,Notbully
আল্লাহু আপনাকে হেদায়েত দান করুক আমিন,Notbully
"কমেডি, রোমান্টিক, এসব করেও ভালো ছবি উপহার দেয়া সম্ভব,, দয়া করে খারাপ কন্টেন্ট বাদ দাও,,(ডাব আর ডাবের পানি ভালো কিছু ইঙ্গিত করবে না) কারন এমন খারাপ কন্টেন্ট সমালোচনার ঝড় তুলবে,, ভালো কিছুতে নিতে পারবে না,,, স্ব সাধুবাদ জানাই,, ভালো কিছু উপহার দিও সবার সাপোর্ট পাবা আশা করি",Notbully
ফি - আমানিল্লাহ,Notbully
দয়া করে নির্বাচন দিয়ে জনগণের শান্তি নষ্ট করবেন না,Notbully
তা তো হবেই,Notbully
রিয়েল চেহারা,Notbully
বোন অবিরাম ভালোবাসা ও শুভ কামনা রইল,Notbully
"আজকে যারা মাশাল্লা বলতেছো,,,,রমজানের পর পিক দেখে কি বলো দেখুম তখন",Notbully
ক্রাশ আপি♥,Notbully
সলিং ফ্যান দেখার অপেক্ষায়,Notbully
"যে যাই বলুক আমি তোমায় আগের মতোই ভালবাসি, হলদে পাখিটা আমার",Notbully
আমি জানি আপনি ভিআইপি৷কিন্তু পরকালেও কি ভিআইপি হতে পারবেন?সত্যের জন্যে বা ফিল্মের জন্যে হলেও এই শীতল পোষাকে আপনাকে পৃথিবীর সেরা সুন্দর দেখাচ্ছে!মহান প্রভু আপনার জন্যে প্রকৃত সুন্দর ও সত্য পথ সহজ করুক৷,Notbully
নয়া বাড়ির নয়া কন্যা,Notbully
"অপারেশন অগ্নিপথ হিরু আললম।কবে কোরান কে অপমান করেছে?  আমার বাল লেখেন মিয়া? ভাল করে একটা কথা সাজিয়ে লেখতে পারেন না,  নাচতে নাচতে কমেন্ট করতে চলে আসছেন?",Notbully
ধন্যবাদ আপু,Notbully
এই মহামারী তে সকল অসহায় দরিদ্রদের পাশে থাকার জন্য বাংলাদেশ জাতীয়তাবাদী দলের সকল নেতা কমীদের জানাই ধন্যবাদ।,Notbully
এখন ই সময় আমাদের  সকল বিভেদ ভুলে দেশের মানুষের কল্যানে কাজ করার।,Notbully
রচয়িতাকে অসংখ্য ধন্যবাদ আপনার ভিতরের মানুষটাকে তিনি সামনে নিয়ে আসছো!,Notbully
আল্লাহ সবাইকে তৌফিক দান করুক আমিন,Notbully
নাইস,Notbully
আহ তুমি কত্ত ছুন্দর কত্ত কিউট। আইলাবইউ জান।,Notbully
বাংলা টা ভালো করে বলুন,Notbully
রোজার দিনে কি যে বলি আল্লাহ মাফ করুক।,Notbully
তুমি সুন্দর তাই চায়া থাকি সেকি মোর অপরাধ ,Notbully
আপনাকে আমার খুব ভাল লাগে...!  আম্মাকে আপনার কথা বলছি আম্মা ইউ এস এ গেছে আসলেই নাকি আপনার সাথে কবুল পড়ায়ে দিবে... ☺☺☺আপনে কি রাজি.?,Notbully
কলিজা♥,Notbully
তুরুস্কো থেকে,Notbully
ভাই  সময় নিউজ ভুল নিউজ দিয়ে মানুষ কে হয়রানি করতাছেএটার বিরুদ্ধে অভিযোগ করেন,Notbully
কপাল পুরাজাতি,Notbully
আল্লাহ তোমাকে হেদায়েত দান করুন।,Notbully
মাশাআল্লাহ সো নাইস  হ্যাপি হোলি ডে,Notbully
তই আই কিত্তাম?,Notbully
হিজাবে খুব সুন্দর লাগছে তোমায়...,Notbully
ভিডিও টা জোস এত চিল্লাচিল্লি করছো কেন,Notbully
মন খারাপ কেন,Notbully
"চমৎকার, অসাধারণ",Notbully
সোনা আলম,Notbully
ধন্যবাদ আপনাকে দেরিতে হলেও প্রতিবাদ করেছেন। সাংস্কৃতিক অঙ্গনের সাথে জরিত সবাইকে এভাবে প্রতিবাদ জানানো উচিত,Notbully
"এতবড় মাপের মানুষ হয়েও এত বিনয়ী! কথার নম্রতা,এদেশে খুব কমেই দেখা যায়।",Notbully
ঈদ মোবারক ♥,Notbully
আইসুন কুনে হতে?,Notbully
ফুল সং চাই তাড়াতাড়ি,Notbully
অসাধারন।,Notbully
দারুনকিং খান,Notbully
অসাধারণ পরী,Notbully
যার অামার মত কমেন্টস পরতে অাসছেন তাদেরকে পহেলা বৈশাখের শুভেচ্ছা,Notbully
এজন্যই সবচেয়ে আপনাকে ভালো বাসি,Notbully
"এটা কিকরে বল্লেন? জানিনা কিন্তু ভাবুনতো আপনার অনেক আপনজনতো দুনিয়াথেকে বিদায়নিয়েছে,তাহলে আপনিও একদিন চলেযাবেন এই সুন্দর পৃথিবীছেড়ে তাহলে অবিশ্বাসের তি আছে",Notbully
হিরো আলম তুর ছবি তও শুধু রিকশা আলা ছাড়া কেউ দেখব করি মনে হয় না। তরে কে বানাইছে নায়ক। কোন ডাইচ নাই নায়ক হতে হলো। প্রথমও তও ভাষা টিক নায়।,Notbully
"উদয়ের পথে শুনি কার বাণী, ভয় নাই ওরে ভয় নাই, নিঃশেষে প্রাণ যে করিবে দান, ক্ষয় নাই তার ক্ষয় নাই।",Notbully
"এসব ছবি দেখে আমি যেটা বুঝলাম, দিদি  কাউরে হতাশ করেন না",Notbully
আফসোস পোস্টটা সে আল্লাহকে ভয় করে দেয়নি!দিয়েছে নিজের জনপ্রিয়তা ঠিকিয়ে রাখার জন্য!আল্লাহ এদের হেদায়ত দান করুক!আমিন!,Notbully
এইটা কোন নিউজ হলো,Notbully
কুমিড়া থেকে চাচা ধন্যবাদ ঠিক।করছি,Notbully
রাইট  হিরো আলম ভাইয়ের কথার,Notbully
নিজের বুল বুঝার জন্য ধন্যবাদ আল্লাহ ক্ষমা করবেন,Notbully
অপেক্ষায় রহিলাম,Notbully
আমার প্রিয় নায়ক অনন্ত জলিল বস কে সালাম দিলাম,Notbully
নতুন ভোট ভাইরা দিতে দেয়নায় কুলিক।,Notbully
এই দানের বদলে আল্লাহ রাব্বুল আলামীন আপনাকে উত্তম জাযা দান করুন,Notbully
ভালো ছিলো ,Notbully
"বাবার কথায় ছেলে একমত হবে, এটাই স্বাভাবিক!",Notbully
জিয়ার সৈনিক এক হও লড়াই কর,Notbully
বাংলা ছবির এমনিতেই ভাত নাই আর এর মত লোক ছবি করে বাংলাদেশ ছায়াছবি পুরো ধংশ করতে আশে এর কি কোনো শরম লজ্জা নেই মানুষ যে একে নিয়ে হাশি ঠাট্টা করে আর এই লোক ভাবে ওনার সব ভক্ত । এর ছবি যেন সেন্সর বোর্ড থেকে অনুমতি না দেওয়া হয়,Notbully
মিসা ভাইকে শুভেচ্ছা।  সবাই তাকে চিনে ভাল অভিনয় করে।,Notbully
আপু এই অসাধারণ হিজাবে আপনাকে অনেক সুন্দর দেখাচ্ছে। আমি চাই আপনি সারাবছর সবসময় এই হিজাব পড়ার অভ্যাস করুন।,Notbully
সালাম ভাই। আপনি এগিয়ে যান। দোয়া রইলো।,Notbully
প্রোফাইল পিক টা চেন্জ করে দেন,Notbully
অনেক অনেক দোয়া ও ভালোবাসা রইলো প্রিয় ভাইয়া,Notbully
অনেক অনেক ভালোবাসা রয়লো,Notbully
এখানেও কি কোটা পদ্ধতি ব্যবহার করা হচ্ছে ।।। কারন আমি  এখনও  কিছুই পাই নি ।। ,Notbully
কমেন্ট ডিলেট করেন কেন আপু,Notbully
কেনো ও কি পারতো না গরিব দুঃখীদের কে দান করতে! ওর কাছে গরিব দুঃখীদের কে দান করার চাইতে মাশরাফিকে দান করা বেশি মুল্যবান মনে হইছে মাশরাফির কি টাকার ওভাব হইছে! যতোসব ফাজলামি!,Notbully
"আলহামদুলিল্লাহআপনি বর্তমান ক্রান্তিলগ্ন সময়ে যেভাবে গরিব মেহনতী দিনমজুরি মানুষের পাশে দাঁড়িয়েছেন, ইনশাআল্লাহ এই অছিলায় আল্লাহ আপনার সকল নেক চাওয়া কে কবুল ও মনজুর করিয়া নিবেন",Notbully
কেউ যদি তার ভুল বুঝতে পারে তাকে ক্ষমা করা উচিত আমিও তোমাকে ক্ষমা করে দিলাম আল্লাহ তোমাকে ক্ষমা করে দিবে আমিন,Notbully
কি সুন্দর পরিবেশ...,Notbully
নেতা,Notbully
কেমন আছেন ভাই ,Notbully
ইসলাম সম্পর্কে আপুটির জ্ঞান নিতান্তই কম।তা-না হলে উনি এই ধরনের কথা বলতে পারতেন না।এই পোস্টটির মাধ্যমে সে তার ক্ষোভ প্রকাশ করলো।আল্লাহ তায়ালা উনাকে হেদায়েত দান করুক।আমিন,Notbully
"বাই দ্যা ওয়ে,ছবি গুলো কে তুলে দিছে তাই বলো বলো?",Notbully
"যদিও আমি বাংলা সিনেমা দেখেছি হাতে গোনা কয়েকটা যার মধ্যে চঞ্চল ভাইয়ের সিনেমা ছিলো সব গুলো। আর একটি  ছিলো শুধু জলিল ভাইয়ের। জলিল ভাই কে ভালো লাগার অনেক গুলো কারণ আছে। সব গুলো বলছিনা তবে আল্লাহ আপনাকে সব সময় ভাল রাখুক , সুস্থ রাখুক ও এমন গোছানো সুন্দর জীবনে রাখুক সেই দোয়া করি।আর এই অনুষ্ঠানটি খুব সুন্দর হয়েছে ও প্রাণবন্ত হয়েছে । যে কারো ভালোলাগার মত।ধন্যবাদ জানাই বাংলা সিনেমার স্বপ্ন পূরণের নক্ষত্র , বাস্তব নায়ক অনন্ত জলিল (এ জে) ভাই কে।",Notbully
আসছে কেন?,Notbully
"এটা মানুষ না অন্য কিছু, মাথাই খেলে না, এত্ত সুন্দর মানুষ দুনিয়াতে আছে, তাইলে জান্নাতের হুর পরী গুলা কেমন। হবে আল্লাহ!",Notbully
দেশের নিম্নআয়ের মানুষের জন্য কিছু করেন প্লিজ। সেটা যেন অন্তত সুষ্ঠুভাবে সবাই পায় সেই দিকটাও দেইখেন। অনেক কষ্টে আছে ওই মানুষ গুলা। ,Notbully
পরিবেশটা সুন্দর নাহ?কোন হৈচৈ আছে?,Notbully
বন্ধু সবকিছু ঠিকঠাক শুধু চুলগুলা কাকের বাসা হয়ে গেছে :-(,Notbully
আলহামদুলিল্লাহ ।,Notbully
কেমন যেন লাগতেছে!!!,Notbully
ফেসবুকে এসে পোস্ট না দিয়ে গরিব মানুষের জন্য সাহায্যের হাত বারিয়ে দেন। তাতে কাজ আসবে।,Notbully
"সারাদিন যে ছেলে এতোটা হাসায় একেকটা মানুষকে, সেও রাতের বারান্দায় একা কি যেন ভেবে যায় প্রতিনিয়ত! ঠিক সেই সময়টায় অনেকটা অন্ধকার ঘিরে থাকে ছেলেটিকে… . প্রত্যেকটা হাসির পেছনে লুকিয়ে থাকে হাজারো কথা, হাজার চাপা কষ্ট! চাঁদের আলোয় সেই কষ্টের ছাপ স্পষ্ট দেখতে পাওয়া যায় চোখের মনিকোঠায়! এই আবেগগুলো চিরকালই অন্যের দৃষ্টির অগোচরে থেকে যায়৷ কারণ…এ সময়টা তার মাহবুব আলম শাহীন ৷ .",Notbully
"এক জন মুসলিম হিন্দুকে নমস্কার বলা হারাম! বাস্তব নমস্কার কথাটার অর্থ ""আমি আপনার পায়ে, মাথা নত করলাম.(নাউযুবিল্লাহ) যদি আপনি শেয়ার করেন তাহলে অনেক মুসলিম ভাই-বোন জানতে পারবে। আমিনা সুজ মার্কেট গাছবাড়ি মাহবুব আলম শাহীন",Notbully
হিরো আলম কে বাংলাদেশের তো সবাই চিনে বা জানে । আমাদের কলকাতার ও 100% লোক হিরো আলম চিনে জানে ।। কিন্তূ ভিডিও তে ঐ দুজন মানুষ কে আমরা ও আমি আজ প্রথম দেখলাম । love you hero alam India theke ❤❤,Notbully
"আবার ফিরে এলাম আমরা। ❤️নতুন রূপে, নতুন আঙ্গিকে। লাইক/কমেন্ট/শেয়ার করে পাশে থেকো সকলে, পেজের প্রতিটি পোস্টে বন্ধুদের ট্যাগ করতে ভুলো না। https://m.facebook.com/SpicyTollySensation",Notbully
"আজ সূন্দর লাগছে, এঈ পোশাকে",Notbully
লাল টুক টুক। সুন্দর,Notbully
বিশ্ব সুন্দরি,Notbully
আল্লাহ আপনার মঙ্গল করবেন।,Notbully
রমজান  করিমকেমন আছেন,Notbully
জাযাকাল্লাহ্ খায়ের...,Notbully
কি সুন্দর  মুখ,Notbully
নাইস। আগিয়ে জান,Notbully
জীবন ভোদলে দিয়েছে আপনার এই মহান বানী।ধন্যবাদ প্রথম আলো কে,Notbully
বীরকে জানাই গভীর শ্রদ্ধা ,Notbully
"সাহসী হিরু আলম,,",Notbully
"পরিবেশ আর মোবাইলের ব্যাক পার্ট দুটাই অনেক সুন্দর,,",Notbully
সৌদি আরবথেকে বিএনপি,Notbully
ফাটিয়ে দিয়েছো বস,Notbully
দেশের গোয়া মাইরা খেয়ে তুমি কোথায় চান্দু???,Notbully
"মহান আল্লাহ্‌ আমাদের সহায় হোন,আমীন।",Notbully
মহান আল্লাহ্‌ আমাদের সহায় হোন,Notbully
দারুন লাগছে ,Notbully
আল্লাহ তোর হেদায়েত করুক,Notbully
মানবতা কথাটা আপনার দ্বারা পূর্ণতা পায় মাশরাফি ভাই ,Notbully
এইসব ভাল্লা কথা বল্লে লাভ নাই.... যারা id হ্যাকি করছে তাদেরকে ধন্যবাদ,Notbully
"জলিল সাহেব ড্রিং খাচ্ছেন খান,কিন্তু ঢেলে দিবেন না,",Notbully
রাইট,Notbully
আমি দেখি নাই আমার আম্মা দেখছে বলছে ভালো হয়েছে।,Notbully
খুব ভা‌লো উ‌দ্যোগ,Notbully
আমিও কাজল হয়ে থাকতে চাই।,Notbully
ধন্যবাদ হে প্রিয় নেতা,Notbully
এই ভালোবাসা আপনাকে আরো এগিয়ে নিবে ❤️আমাদের জন্য অনুপ্রেরণা,Notbully
আর কতো? ,Notbully
"আপ্নি অভিনয় দিয়ে নয়,,,মানবতা দিয়ে আমাদের জয় করছেন,,,,আল্লাহ আপ্নাকে ও ভাবি কে অনেক বড় করুক।",Notbully
অহ মাই মাই,Notbully
তোমার ত কার্তিক মাস সারাবছরই,Notbully
চমৎকার লাগছে আপনাকে।,Notbully
ধন্যবাদ ভাই আপনাকে,Notbully
আসসালামু আলাইকুম।হুজুর ছবি তোলা কতটুকু জায়েজ? আর এই ভাবে কি ছবি ফেবু তে ছবি পোষ্ট করতে পারবো?আমার প্রশ্ন,Notbully
অগ্রিম ঈদের শুভেচ্ছা,Notbully
সেই লাগছে,Notbully
আলহামদুলিল্লাহ।।,Notbully
ধরে রাখ।নাইলে কিন্তু নিচে পড়ে যাবে একদম।কারণ কোনো উঁচু যায়গাতো নেই যেখানে কাপড়টা বেধে থাকবে ,Notbully
হিরোর মত চ্যালেঞ্জ করার জন্য ধন্যবাদ হিরো আলম,Notbully
হুজুর কে যদি সম্মান করেন দয়া করে সবাই ঘরে থাকেন ,Notbully
জয় ভাই কে ধন্যবাদ,Notbully
"সাবাস হিরো আলম! আল্লাহ তায়ালার কাছে দোয়া করি আপনি  এদের চেয়েও বড় কিছু হবেন ""ইনশাআল্লাহ""",Notbully
মাশাল্লাহ ভাই আপনার মত যদি বাংলাদেশের প্রতিটা প্লেয়ার এভাবে ফিটনেস ঠিক রাখতো তাহলে টিমের উন্নতি আরো ভালো হতো।,Notbully
নাইছ পোস্ট,Notbully
"অল্প বয়সেই দুনিয়ার সব দেখে ফেলছেতো পোলাপাইন কি বলতে গিয়ে কি বলেফেলে সে নিযেও যানেনা, দন্ড মুর্খ একটা  সাফা কবির,ওর বাবামায়ের ও দোস আছে সন্তানকে নুন্যতম সঠিক শিক্ষাটাও দিতে পারেনাই।আল্লাহ সবাইকে হেফাজত করুন।",Notbully
"ঐ দিনের খেলা টা টিভিতে দেখাই নি, আমরা রেডিও তে খেলার ধারাবাষ্য শুনেছি, জয়ের পর কি যে উল্লাস করে তা বলার মত না! পরের দিন খেলাটা পুণপ্রচার করেছিল! খালেদ মাসুদ পাইলট আর হাসিবুল হোসেনের ফিনিশিং এর কারনে আজকের বাংলাদেশের ক্রিকেট...! তখন কার বোলার সাইফুল ইসলাম ভাইয়ের কোন খোজ এখন ও পাওয়া যাচ্ছে তিনি কোথায় আছে কি করছে?",Notbully
সুপার হিট,Notbully
"করোনা ভাইরাস দেখা যায়না, আপনিতো আবার নিজের চোখে না দেখে কিছু বিশ্বাস করেননা.........",Notbully
"হিরো আলম ভাই সঠিক একটা কথা বলছে, হিংসা মানুষকে সব ধ্বংস করে দেই। এ জন্নই হিরো আলম ভাই কে সবাই ভালবাসে ও চিনে",Notbully
কি ভদ্র মেয়ে,Notbully
ডিজলাইক বাটন টা কোথায়..???,Notbully
হিরু আলম ভাইকে চিনি,Notbully
আর কত তামাশা?,Notbully
ধন্যবাদ আফু,Notbully
"সব কিছুই আসলে মনের ওপরে ডিপেন করে, যেটা আমাদের মুশি ভাই এর আছে, অন্তরের অন্তর ইস্থ্ল থেকে শুভ কামনা রইলো।",Notbully
"আমার দেখা, আপনার পরনের , সবচেয়ে , সুন্দর পোশাক। অনেক সুন্দর দেখাচ্ছে।",Notbully
দোয়া রইলো আপনার জন্য,Notbully
কেমন আছেন ভাই,Notbully
আমি জানি এটা টাকা দিয়ে কেনা যাবে না কোটি মানুষের ভালোবাসা মাশরাফি আমি ১ লাখ টাকা কিনতে চাই।,Notbully
দোয়া করবেন ,Notbully
নিজের ভুলটা বুঝার জন্য অনেক অনেক ধন্যবাদ,Notbully
অনেক সুন্দর।,Notbully
আরে এই সেই মেয়েটা যে পাকিস্তানিদের একাই গুড়িয়ে দিয়েছে।।ও সেজন্য অভিনন্দন ও শুভেচ্ছা।।,Notbully
আপনার বাউন্সারে আমি কুপোকাত!!!দারুন দেখাচ্ছে কিন্তু।।,Notbully
পুরো নাটক হাসির ও ভালো ছিলো বাট ফিনিশিং ভালো হয় নি।  ,Notbully
তার আগে আপনি উত্তর দেন বাংলাদেশের তিন কোটি 37 লক্ষ মানুষ আসলো কোথা থেকে যারা ভিন্নধর্মাবলম্বী,Notbully
সাবাস। জয় বাংলা বলে আগে বাড়াও।,Notbully
সাবাস। জয় বাংলা জয় বঙ্গবন্ধু।,Notbully
অভিনন্দন ও শুভেচ্ছা রইলো।,Notbully
"অবশেষে নারী বাদি মাগুদের কাতারে  নাম লিখালে, পাবলিক পিগারে আগুন ধরাইচত রে দেখ পাপলিক কিভাবে বাশ দেয়",Notbully
ভালবাসার প্রিয় ভাই,Notbully
আইনের আওতা তাদের জন্য না,Notbully
"কমেন্ট পড়তে আসছি।এতো সুন্দর সুন্দর কমেন্ট,কয়দিনে পড়বো।",Notbully
"যারা #বি_এন_পি করেন তাদের জন্য::::::::::::::::::::::::::::::::::::::::::::::::::::::জেনে নিই >>০১.#বাংলাদেশী_জাতীয়তাবাদ_কি???বাংলাদেশী জাতীয়তাবাদ হলো বাংলাদেশের সাবেক রাষ্ট্রপতি জিয়াউর রহমান কর্তৃক প্রচারিত একটি মতাদর্শ। ৮০ এর দশকের শেষের দিকে এই মতাদর্শটি উত্থাপিত হয় এবং এই মতবাদটি বাংলাদেশের অন্যতম প্রধান রাজনৈতিক দল বাংলাদেশ জাতীয়তাবাদী দল  (বিএনপি)'র প্রাতিষ্ঠানিক ভিত্তি।১৯৭১ সালে বাংলাদেশের স্বাধীনতা যুদ্ধের পরে জিয়াউর রহমান বাংলাদেশী জাতীয়তাবাদ মতাদর্শটির প্রচার শুরু করেন। যা মূলত বাংলাদেশের সীমানার মধ্যে বসবাসকারী বাংলাদেশীদের আত্মিক বন্ধনের ওপরে ভিত্তি করে গড়ে ওঠে।#কেন_শহীদ_জিয়াউর_রহমান_বাংলাদেশী_জাতীয়তাবাদ_প্রতিষ্ঠা_করেন?????শহীদ প্রেসিডেন্ট জিয়াউর রহমান ধর্ম-ভাষা বা বর্ণে'র মত কোন প্রাকৃতিক জাতিগত বৈশিষ্ট ধারনের বদলে আধুনিক এবং প্র‌্যাক্টিক্যাল কনসেপ্টে'র সিভিক ন্যাশনালিজম বিল্ডআপ করেন, যার ভিত্তি হচ্ছে, রাষ্ট্রে'র বর্ডারের ভেতর বসবাসরত বর্তমান সব নাগরিক মিলে জাতিরাষ্ট্র। এরফলে ধর্ম-ভাষা বা বর্ণ'র ভিত্তিতে কেউ বাদ পড়লো না। সবাই একটা কমন প্ল্যাটফর্ম খুঁজে পেল।যেহেতু ",Notbully
"আলহামদুলিল্লাহ, ভালো উদ্যোগ♥♥",Notbully
প্রিয়❤,Notbully
এসব দেখলেই বিয়ে করতে ইচ্ছে করে,Notbully
ওমা এইটা কিয়া?,Notbully
আপুর চেয়ে আপনি অনেক বেশি সুন্দর,Notbully
সাবাস।,Notbully
থ্যাংকস বস,Notbully
"ওয়াও পসসি,পিচ্চিটা বড় হয়ে গেছে, দাত কেলিয়ে হাসে,",Notbully
ইনশাআল্লাহ বস্,Notbully
আপনার জন্য শুভ কামনা স্যার,Notbully
শরিয়তপুর থেকে আমি মিজান,Notbully
শরিয়তপুর থেকে,Notbully
"আল্লাহ্‌, হেদায়েত দাও...",Notbully
ফুলই তো এখন ও ফোটে নাই,Notbully
আমরা কি নিরবে রবো না?  রবো  না আমরা,Notbully
সবুজ,Notbully
সারাদিন কমেন্ট পড়মু আইজ,Notbully
হে মহান আল্লাহ পাক রাব্বুল আলামীনতুমি তাহাকে তোমার পথের অনুসারী করে নাও আমিন,Notbully
আল্লাহ্ আসিফ কে হেদায়েত করুন।ফেরাউনের পরিণতি থেকে শিক্ষা নেয়া উচিৎ।,Notbully
আল্লাহ্‌ তুমি এদের কে হেদায়েত দান করো আর না হয় ধ্বংস করে দাও।,Notbully
তুমি রিলাছ,Notbully
ইনশাআল্লাহ্।প্রিয় শিক্ষক এর বক্তব্যের অপেক্ষায় রইলাম,Notbully
এমপি হিরু আলম,Notbully
বাংলাদেশের মসজিদে বাচছা নিয়ে গেলে কিছু মূর্খ কমিটির লোক বা ঈমামদের কাছে অপমানিত হতে হয়,Notbully
"ভাই আমরা বাঙালি।আর আমরা সাধারনত এরকম ই হয়ে থাকি,কেউ কোন ভুল করলে তাকে সহজে মাফ করতে পারি না।ভাই তাকে একটা চান্স দেন না আপনারা, হতে পারে সে এই চান্সে ইসলামের হেদায়াত পেয়ে যাবে ইনশাআল্লাহ।",Notbully
"এ কথগুলো ভূয়া বানোয়াট,পরকালে এর বিচার হবে।ইনশাআল্লাহ্‌",Notbully
"আমার ফেভারিট সব সময় ছিলেন, সামনের দিনে আছি,তবে আজকে আলাদা একটি আকর্ষণ বাড়লো আপনার প্রতি।শ্রদ্ধা ভালোবাসা অবিরাম এগিয়ে যান আপু।",Notbully
সরকারি বরাদ্দ আমার ভাগেরটা কয়??? এখনতো জনগণকে খুশি করা লাগে না। নেত্রীকে খুশি রাখলে হয়েযায়।,Notbully
আফসোস আইডি হ্যাকের জন্য আল্লাহর কাছে বিচার চাইছোএখনো সময় আছে অনুতপ্ত হয়ে আল্লাহর কাছে মাফ চাওআল্লাহ তোমাকে মাফ করুক আমিন,Notbully
অভিনয়ের পাশাপাশি সৃজনশীল কিছু করেন।,Notbully
জলিল ভাই অভিনন্দন ,Notbully
মাশাল্লাহ পাটাকা আপু মাশাল্লাহ!!,Notbully
আপনার এখনো মনে হচ্ছে আপনি কোন ভুল করেনিআল্লাহ আপনাকে হেদায়েত দিক আমিন,Notbully
নাইচ আপু,Notbully
মাথার উপরে হারিকেন কেন আপু,Notbully
কি হল?,Notbully
"মাসাল্লাহ্রইলো তোমার প্রতি ঐ প্রতিপালকের, ঐ আমাদের সমস্ত জাহানের প্রতিপালক আল্লাহ রাব্বুল আলামিনের দয়া এবং রহমতের দরখাস্ত।আমিন আমিন",Notbully
আপনাকে অনেক সুন্দর লাগছে আপু,Notbully
আচ্ছা আপনার আর তৌসিফ এর মধ্যে কোন সম্পর্ক আছে কি?,Notbully
সখি গো আমার মন ভালা না,Notbully
আমার প্রিয় bkta,Notbully
তুমি জে এত সুন্দর তুমি কি জানো,Notbully
অাপনি যাকে বাবা বলে ডাকেন সে যে অাপনার বাবা তা কি দেখেছিলেন?,Notbully
"অসাধারণ, লাভ ইউ ভাই",Notbully
আপনি পরকালে বিশ্বাস করেন না কারণ দেখেন না। আমিও বিশ্বাস করিনা যে আপনি একটা মেয়ে। আপনি ত একজন লেডিবয়ও হতে পারেন? :/. থাইল্যান্ডের কত কত সুন্দরী মেয়ে আছে কিন্তু তাদের নিচে ত আসলে পুরুষাঙ্গ,Notbully
হিরু আলম ভাই আপনার প্রতি ভালোবাসা আরো বেড়ে গেল।,Notbully
অসম্ভব সুন্দর,Notbully
মানুষ মাত্রই ভুল........ এই  আপনি আপনার ভুল বুজতে পারছেন.... তাতেই আমরা আপনাকে ধন্যবাদ জানাই।।।।।,Notbully
শুনা যাচ্ছে না,Notbully
সহমত পোষণ করি,Notbully
